MaxTemp,MinTemp,PoorWeather,PRCP,SNF,SND,month_sin,month_cos,day_of_year_sin,day_of_year_cos,STA_target_encoded,Has_Weather_Event
29.44444444,20.0,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.34134651424503615,0.9399375283564133,22.52040718312014,0
26.66666667,19.44444444,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.3251276029999093,0.9456701548465688,22.52040718312014,0
30.55555556,20.55555556,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.30881248126625377,0.9511229423235357,22.52040718312014,0
31.11111111,22.77777778,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.29240597695107734,0.9562942772197719,22.52040718312014,0
31.11111111,22.22222222,0,0.1,0.0,0.0,-2.4492935982947064e-16,1.0,-0.27591294500296043,0.9611826292540837,22.52040718312014,0
30.55555556,22.22222222,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.2593382659754056,0.9657865518844574,22.52040718312014,0
31.11111111,22.77777778,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.2426868445825954,0.9701046827361175,22.52040718312014,0
30.55555556,22.77777778,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.22596360824801906,0.974135744004672,22.52040718312014,0
31.11111111,21.66666667,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.20917350564635637,0.9778785428342386,22.52040718312014,0
31.11111111,22.77777778,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.19232150523909483,0.9813319716704275,22.52040718312014,0
33.88888889,18.88888889,0,0.02,0.0,0.0,-2.4492935982947064e-16,1.0,-0.17541259380427843,0.9844950085880858,22.52040718312014,0
31.11111111,18.88888889,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.15845177496083632,0.9873667175937016,22.52040718312014,0
32.22222222,21.66666667,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.14144406768794202,0.9899462489023779,22.52040718312014,0
32.22222222,22.22222222,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.12439450483979998,0.9922328391893008,22.52040718312014,0
32.22222222,18.88888889,0,0.0,0.0,0.0,-2.4492935982947064e-16,1.0,-0.10730813165636247,0.9942258118156161,22.52040718312014,0
